split,sample_id,label,label_id
val,MOGONET_BRCA_TR_0179,Luminal B,4
val,MOGONET_BRCA_TR_0184,Normal-like,0
val,MOGONET_BRCA_TR_0194,Normal-like,0
val,MOGONET_BRCA_TR_0198,Luminal A,3
val,MOGONET_BRCA_TR_0199,Luminal A,3
val,MOGONET_BRCA_TR_0200,Basal-like,1
val,MOGONET_BRCA_TR_0203,Luminal A,3
val,MOGONET_BRCA_TR_0214,Luminal B,4
val,MOGONET_BRCA_TR_0219,Luminal A,3
val,MOGONET_BRCA_TR_0220,Luminal B,4
val,MOGONET_BRCA_TR_0221,Luminal A,3
val,MOGONET_BRCA_TR_0225,Normal-like,0
val,MOGONET_BRCA_TR_0227,Luminal A,3
val,MOGONET_BRCA_TR_0233,Basal-like,1
val,MOGONET_BRCA_TR_0237,Luminal A,3
val,MOGONET_BRCA_TR_0243,Luminal A,3
val,MOGONET_BRCA_TR_0245,Luminal A,3
val,MOGONET_BRCA_TR_0249,Luminal A,3
val,MOGONET_BRCA_TR_0251,Luminal A,3
val,MOGONET_BRCA_TR_0253,Luminal A,3
val,MOGONET_BRCA_TR_0255,Luminal A,3
val,MOGONET_BRCA_TR_0269,HER2-enriched,2
val,MOGONET_BRCA_TR_0272,Luminal A,3
val,MOGONET_BRCA_TR_0276,Luminal A,3
val,MOGONET_BRCA_TR_0280,Basal-like,1
val,MOGONET_BRCA_TR_0281,Luminal A,3
val,MOGONET_BRCA_TR_0284,Luminal B,4
val,MOGONET_BRCA_TR_0285,Luminal A,3
val,MOGONET_BRCA_TR_0287,Normal-like,0
val,MOGONET_BRCA_TR_0290,Luminal A,3
val,MOGONET_BRCA_TR_0292,Luminal A,3
val,MOGONET_BRCA_TR_0309,Luminal A,3
val,MOGONET_BRCA_TR_0312,Luminal A,3
val,MOGONET_BRCA_TR_0317,Luminal A,3
val,MOGONET_BRCA_TR_0324,Luminal A,3
val,MOGONET_BRCA_TR_0325,Normal-like,0
val,MOGONET_BRCA_TR_0330,Luminal B,4
val,MOGONET_BRCA_TR_0333,HER2-enriched,2
val,MOGONET_BRCA_TR_0337,Luminal A,3
val,MOGONET_BRCA_TR_0357,Luminal A,3
val,MOGONET_BRCA_TR_0360,Luminal B,4
val,MOGONET_BRCA_TR_0364,Luminal A,3
val,MOGONET_BRCA_TR_0375,Luminal B,4
val,MOGONET_BRCA_TR_0381,Luminal A,3
val,MOGONET_BRCA_TR_0382,Luminal A,3
val,MOGONET_BRCA_TR_0383,Luminal A,3
val,MOGONET_BRCA_TR_0384,Basal-like,1
val,MOGONET_BRCA_TR_0388,Luminal A,3
val,MOGONET_BRCA_TR_0391,Luminal B,4
val,MOGONET_BRCA_TR_0393,Luminal A,3
val,MOGONET_BRCA_TR_0399,Luminal A,3
val,MOGONET_BRCA_TR_0410,Luminal B,4
val,MOGONET_BRCA_TR_0421,Luminal A,3
val,MOGONET_BRCA_TR_0422,Normal-like,0
val,MOGONET_BRCA_TR_0426,Normal-like,0
val,MOGONET_BRCA_TR_0428,Luminal B,4
val,MOGONET_BRCA_TR_0437,HER2-enriched,2
val,MOGONET_BRCA_TR_0446,Basal-like,1
val,MOGONET_BRCA_TR_0450,Basal-like,1
val,MOGONET_BRCA_TR_0459,Luminal A,3
val,MOGONET_BRCA_TR_0462,Luminal B,4
val,MOGONET_BRCA_TR_0474,Luminal A,3
val,MOGONET_BRCA_TR_0475,Normal-like,0
val,MOGONET_BRCA_TR_0477,Normal-like,0
val,MOGONET_BRCA_TR_0481,HER2-enriched,2
val,MOGONET_BRCA_TR_0489,Normal-like,0
val,MOGONET_BRCA_TR_0491,Luminal A,3
val,MOGONET_BRCA_TR_0500,Luminal A,3
val,MOGONET_BRCA_TR_0503,Luminal A,3
val,MOGONET_BRCA_TR_0505,Luminal A,3
val,MOGONET_BRCA_TR_0510,Luminal B,4
val,MOGONET_BRCA_TR_0511,Basal-like,1
val,MOGONET_BRCA_TR_0514,Luminal A,3
val,MOGONET_BRCA_TR_0519,Normal-like,0
val,MOGONET_BRCA_TR_0524,Luminal B,4
val,MOGONET_BRCA_TR_0525,Luminal A,3
val,MOGONET_BRCA_TR_0533,Luminal A,3
val,MOGONET_BRCA_TR_0536,HER2-enriched,2
val,MOGONET_BRCA_TR_0539,Normal-like,0
val,MOGONET_BRCA_TR_0543,Luminal A,3
val,MOGONET_BRCA_TR_0546,Basal-like,1
val,MOGONET_BRCA_TR_0551,Luminal B,4
val,MOGONET_BRCA_TR_0557,Luminal A,3
val,MOGONET_BRCA_TR_0558,Luminal A,3
val,MOGONET_BRCA_TR_0562,Basal-like,1
val,MOGONET_BRCA_TR_0564,Luminal A,3
val,MOGONET_BRCA_TR_0565,Luminal A,3
val,MOGONET_BRCA_TR_0567,Luminal B,4
val,MOGONET_BRCA_TR_0576,Luminal A,3
val,MOGONET_BRCA_TR_0581,Normal-like,0
val,MOGONET_BRCA_TR_0584,Luminal A,3
val,MOGONET_BRCA_TR_0587,Luminal A,3
val,MOGONET_BRCA_TR_0589,Luminal A,3
val,MOGONET_BRCA_TR_0598,HER2-enriched,2
val,MOGONET_BRCA_TR_0601,Luminal A,3
val,MOGONET_BRCA_TR_0602,Luminal A,3
val,MOGONET_BRCA_TR_0608,Basal-like,1
test,MOGONET_BRCA_TE_0001,Luminal A,3
test,MOGONET_BRCA_TE_0002,Luminal A,3
test,MOGONET_BRCA_TE_0003,Luminal A,3
test,MOGONET_BRCA_TE_0004,Luminal A,3
test,MOGONET_BRCA_TE_0005,Luminal A,3
test,MOGONET_BRCA_TE_0006,Luminal B,4
test,MOGONET_BRCA_TE_0007,Luminal A,3
test,MOGONET_BRCA_TE_0008,Luminal B,4
test,MOGONET_BRCA_TE_0009,Luminal A,3
test,MOGONET_BRCA_TE_0010,Luminal B,4
test,MOGONET_BRCA_TE_0011,Basal-like,1
test,MOGONET_BRCA_TE_0012,Luminal B,4
test,MOGONET_BRCA_TE_0013,Luminal A,3
test,MOGONET_BRCA_TE_0014,Luminal A,3
test,MOGONET_BRCA_TE_0015,Luminal A,3
test,MOGONET_BRCA_TE_0016,Luminal B,4
test,MOGONET_BRCA_TE_0017,HER2-enriched,2
test,MOGONET_BRCA_TE_0018,Luminal B,4
test,MOGONET_BRCA_TE_0019,Luminal B,4
test,MOGONET_BRCA_TE_0020,Luminal A,3
test,MOGONET_BRCA_TE_0021,HER2-enriched,2
test,MOGONET_BRCA_TE_0022,Luminal A,3
test,MOGONET_BRCA_TE_0023,Luminal A,3
test,MOGONET_BRCA_TE_0024,Luminal B,4
test,MOGONET_BRCA_TE_0025,Basal-like,1
test,MOGONET_BRCA_TE_0026,Basal-like,1
test,MOGONET_BRCA_TE_0027,Normal-like,0
test,MOGONET_BRCA_TE_0028,Luminal B,4
test,MOGONET_BRCA_TE_0029,Luminal B,4
test,MOGONET_BRCA_TE_0030,Luminal A,3
test,MOGONET_BRCA_TE_0031,Luminal A,3
test,MOGONET_BRCA_TE_0032,Luminal A,3
test,MOGONET_BRCA_TE_0033,Luminal A,3
test,MOGONET_BRCA_TE_0034,Luminal A,3
test,MOGONET_BRCA_TE_0035,Luminal A,3
test,MOGONET_BRCA_TE_0036,Normal-like,0
test,MOGONET_BRCA_TE_0037,Luminal A,3
test,MOGONET_BRCA_TE_0038,Luminal A,3
test,MOGONET_BRCA_TE_0039,Basal-like,1
test,MOGONET_BRCA_TE_0040,Luminal B,4
test,MOGONET_BRCA_TE_0041,Luminal A,3
test,MOGONET_BRCA_TE_0042,Luminal A,3
test,MOGONET_BRCA_TE_0043,Luminal B,4
test,MOGONET_BRCA_TE_0044,Luminal A,3
test,MOGONET_BRCA_TE_0045,Luminal A,3
test,MOGONET_BRCA_TE_0046,Luminal A,3
test,MOGONET_BRCA_TE_0047,Luminal A,3
test,MOGONET_BRCA_TE_0048,Luminal B,4
test,MOGONET_BRCA_TE_0049,Luminal A,3
test,MOGONET_BRCA_TE_0050,Basal-like,1
test,MOGONET_BRCA_TE_0051,Luminal A,3
test,MOGONET_BRCA_TE_0052,Normal-like,0
test,MOGONET_BRCA_TE_0053,Luminal A,3
test,MOGONET_BRCA_TE_0054,Luminal A,3
test,MOGONET_BRCA_TE_0055,Luminal A,3
test,MOGONET_BRCA_TE_0056,Luminal A,3
test,MOGONET_BRCA_TE_0057,Luminal A,3
test,MOGONET_BRCA_TE_0058,Luminal A,3
test,MOGONET_BRCA_TE_0059,Basal-like,1
test,MOGONET_BRCA_TE_0060,Luminal A,3
test,MOGONET_BRCA_TE_0061,Luminal B,4
test,MOGONET_BRCA_TE_0062,Luminal A,3
test,MOGONET_BRCA_TE_0063,Basal-like,1
test,MOGONET_BRCA_TE_0064,Luminal A,3
test,MOGONET_BRCA_TE_0065,Normal-like,0
test,MOGONET_BRCA_TE_0066,HER2-enriched,2
test,MOGONET_BRCA_TE_0067,Luminal A,3
test,MOGONET_BRCA_TE_0068,Luminal A,3
test,MOGONET_BRCA_TE_0069,Luminal A,3
test,MOGONET_BRCA_TE_0070,Luminal A,3
test,MOGONET_BRCA_TE_0071,Normal-like,0
test,MOGONET_BRCA_TE_0072,Luminal A,3
test,MOGONET_BRCA_TE_0073,Luminal A,3
test,MOGONET_BRCA_TE_0074,Luminal B,4
test,MOGONET_BRCA_TE_0075,Normal-like,0
test,MOGONET_BRCA_TE_0076,Luminal A,3
test,MOGONET_BRCA_TE_0077,Luminal B,4
test,MOGONET_BRCA_TE_0078,Luminal A,3
test,MOGONET_BRCA_TE_0079,Basal-like,1
test,MOGONET_BRCA_TE_0080,Luminal A,3
test,MOGONET_BRCA_TE_0081,Luminal A,3
test,MOGONET_BRCA_TE_0082,HER2-enriched,2
test,MOGONET_BRCA_TE_0083,Luminal A,3
test,MOGONET_BRCA_TE_0084,Luminal A,3
test,MOGONET_BRCA_TE_0085,Normal-like,0
test,MOGONET_BRCA_TE_0086,Luminal A,3
test,MOGONET_BRCA_TE_0087,Normal-like,0
test,MOGONET_BRCA_TE_0088,Luminal A,3
test,MOGONET_BRCA_TE_0089,Luminal A,3
test,MOGONET_BRCA_TE_0090,Luminal A,3
test,MOGONET_BRCA_TE_0091,Luminal A,3
test,MOGONET_BRCA_TE_0092,Luminal A,3
test,MOGONET_BRCA_TE_0093,Luminal A,3
test,MOGONET_BRCA_TE_0094,Luminal A,3
test,MOGONET_BRCA_TE_0095,Luminal A,3
test,MOGONET_BRCA_TE_0096,Luminal B,4
test,MOGONET_BRCA_TE_0097,Luminal A,3
test,MOGONET_BRCA_TE_0098,Luminal A,3
test,MOGONET_BRCA_TE_0099,Basal-like,1
test,MOGONET_BRCA_TE_0100,Luminal A,3
test,MOGONET_BRCA_TE_0101,Normal-like,0
test,MOGONET_BRCA_TE_0102,Luminal A,3
test,MOGONET_BRCA_TE_0103,Normal-like,0
test,MOGONET_BRCA_TE_0104,Basal-like,1
test,MOGONET_BRCA_TE_0105,HER2-enriched,2
test,MOGONET_BRCA_TE_0106,Luminal A,3
test,MOGONET_BRCA_TE_0107,Luminal B,4
test,MOGONET_BRCA_TE_0108,Luminal A,3
test,MOGONET_BRCA_TE_0109,Luminal A,3
test,MOGONET_BRCA_TE_0110,Luminal A,3
test,MOGONET_BRCA_TE_0111,Normal-like,0
test,MOGONET_BRCA_TE_0112,Luminal B,4
test,MOGONET_BRCA_TE_0113,Luminal A,3
test,MOGONET_BRCA_TE_0114,Luminal A,3
test,MOGONET_BRCA_TE_0115,Luminal A,3
test,MOGONET_BRCA_TE_0116,Normal-like,0
test,MOGONET_BRCA_TE_0117,Luminal A,3
test,MOGONET_BRCA_TE_0118,Normal-like,0
test,MOGONET_BRCA_TE_0119,Normal-like,0
test,MOGONET_BRCA_TE_0120,Luminal A,3
test,MOGONET_BRCA_TE_0121,Luminal A,3
test,MOGONET_BRCA_TE_0122,Luminal A,3
test,MOGONET_BRCA_TE_0123,Luminal A,3
test,MOGONET_BRCA_TE_0124,Luminal A,3
test,MOGONET_BRCA_TE_0125,Luminal A,3
test,MOGONET_BRCA_TE_0126,Luminal A,3
test,MOGONET_BRCA_TE_0127,Luminal A,3
test,MOGONET_BRCA_TE_0128,Normal-like,0
test,MOGONET_BRCA_TE_0129,Luminal A,3
test,MOGONET_BRCA_TE_0130,Luminal A,3
test,MOGONET_BRCA_TE_0131,Basal-like,1
test,MOGONET_BRCA_TE_0132,Normal-like,0
test,MOGONET_BRCA_TE_0133,Basal-like,1
test,MOGONET_BRCA_TE_0134,Luminal A,3
test,MOGONET_BRCA_TE_0135,Basal-like,1
test,MOGONET_BRCA_TE_0136,Luminal A,3
test,MOGONET_BRCA_TE_0137,Luminal B,4
test,MOGONET_BRCA_TE_0138,Basal-like,1
test,MOGONET_BRCA_TE_0139,Luminal A,3
test,MOGONET_BRCA_TE_0140,Basal-like,1
test,MOGONET_BRCA_TE_0141,Normal-like,0
test,MOGONET_BRCA_TE_0142,Luminal B,4
test,MOGONET_BRCA_TE_0143,Normal-like,0
test,MOGONET_BRCA_TE_0144,Luminal B,4
test,MOGONET_BRCA_TE_0145,Luminal A,3
test,MOGONET_BRCA_TE_0146,Luminal A,3
test,MOGONET_BRCA_TE_0147,Basal-like,1
test,MOGONET_BRCA_TE_0148,Basal-like,1
test,MOGONET_BRCA_TE_0149,Normal-like,0
test,MOGONET_BRCA_TE_0150,Luminal B,4
test,MOGONET_BRCA_TE_0151,Luminal A,3
test,MOGONET_BRCA_TE_0152,Luminal A,3
test,MOGONET_BRCA_TE_0153,Luminal A,3
test,MOGONET_BRCA_TE_0154,Luminal A,3
test,MOGONET_BRCA_TE_0155,Basal-like,1
test,MOGONET_BRCA_TE_0156,Basal-like,1
test,MOGONET_BRCA_TE_0157,Normal-like,0
test,MOGONET_BRCA_TE_0158,Normal-like,0
test,MOGONET_BRCA_TE_0159,Luminal A,3
test,MOGONET_BRCA_TE_0160,HER2-enriched,2
test,MOGONET_BRCA_TE_0161,Luminal B,4
test,MOGONET_BRCA_TE_0162,Basal-like,1
test,MOGONET_BRCA_TE_0163,Normal-like,0
test,MOGONET_BRCA_TE_0164,Basal-like,1
test,MOGONET_BRCA_TE_0165,Luminal A,3
test,MOGONET_BRCA_TE_0166,Luminal A,3
test,MOGONET_BRCA_TE_0167,Basal-like,1
test,MOGONET_BRCA_TE_0168,Luminal A,3
test,MOGONET_BRCA_TE_0169,Normal-like,0
test,MOGONET_BRCA_TE_0170,Luminal B,4
test,MOGONET_BRCA_TE_0171,Luminal A,3
test,MOGONET_BRCA_TE_0172,Luminal A,3
test,MOGONET_BRCA_TE_0173,Luminal A,3
test,MOGONET_BRCA_TE_0174,Luminal A,3
test,MOGONET_BRCA_TE_0175,Normal-like,0
test,MOGONET_BRCA_TE_0176,Normal-like,0
test,MOGONET_BRCA_TE_0177,Luminal B,4
test,MOGONET_BRCA_TE_0178,Luminal A,3
test,MOGONET_BRCA_TE_0179,Basal-like,1
test,MOGONET_BRCA_TE_0180,Luminal A,3
test,MOGONET_BRCA_TE_0181,Luminal A,3
test,MOGONET_BRCA_TE_0182,Luminal A,3
test,MOGONET_BRCA_TE_0183,Luminal A,3
test,MOGONET_BRCA_TE_0184,Normal-like,0
test,MOGONET_BRCA_TE_0185,Luminal A,3
test,MOGONET_BRCA_TE_0186,Basal-like,1
test,MOGONET_BRCA_TE_0187,Luminal A,3
test,MOGONET_BRCA_TE_0188,Basal-like,1
test,MOGONET_BRCA_TE_0189,Luminal A,3
test,MOGONET_BRCA_TE_0190,Basal-like,1
test,MOGONET_BRCA_TE_0191,Luminal A,3
test,MOGONET_BRCA_TE_0192,Luminal B,4
test,MOGONET_BRCA_TE_0193,Basal-like,1
test,MOGONET_BRCA_TE_0194,Basal-like,1
test,MOGONET_BRCA_TE_0195,Luminal B,4
test,MOGONET_BRCA_TE_0196,Luminal A,3
test,MOGONET_BRCA_TE_0197,Normal-like,0
test,MOGONET_BRCA_TE_0198,Basal-like,1
test,MOGONET_BRCA_TE_0199,Luminal A,3
test,MOGONET_BRCA_TE_0200,Basal-like,1
test,MOGONET_BRCA_TE_0201,HER2-enriched,2
test,MOGONET_BRCA_TE_0202,Luminal B,4
test,MOGONET_BRCA_TE_0203,HER2-enriched,2
test,MOGONET_BRCA_TE_0204,Luminal B,4
test,MOGONET_BRCA_TE_0205,Luminal B,4
test,MOGONET_BRCA_TE_0206,Basal-like,1
test,MOGONET_BRCA_TE_0207,Luminal A,3
test,MOGONET_BRCA_TE_0208,Luminal B,4
test,MOGONET_BRCA_TE_0209,Luminal A,3
test,MOGONET_BRCA_TE_0210,Luminal B,4
test,MOGONET_BRCA_TE_0211,Luminal A,3
test,MOGONET_BRCA_TE_0212,Luminal A,3
test,MOGONET_BRCA_TE_0213,Luminal A,3
test,MOGONET_BRCA_TE_0214,HER2-enriched,2
test,MOGONET_BRCA_TE_0215,Basal-like,1
test,MOGONET_BRCA_TE_0216,Luminal B,4
test,MOGONET_BRCA_TE_0217,Luminal B,4
test,MOGONET_BRCA_TE_0218,Luminal B,4
test,MOGONET_BRCA_TE_0219,HER2-enriched,2
test,MOGONET_BRCA_TE_0220,HER2-enriched,2
test,MOGONET_BRCA_TE_0221,Luminal A,3
test,MOGONET_BRCA_TE_0222,Luminal A,3
test,MOGONET_BRCA_TE_0223,Luminal A,3
test,MOGONET_BRCA_TE_0224,Luminal A,3
test,MOGONET_BRCA_TE_0225,Normal-like,0
test,MOGONET_BRCA_TE_0226,Basal-like,1
test,MOGONET_BRCA_TE_0227,Luminal A,3
test,MOGONET_BRCA_TE_0228,Luminal A,3
test,MOGONET_BRCA_TE_0229,HER2-enriched,2
test,MOGONET_BRCA_TE_0230,Normal-like,0
test,MOGONET_BRCA_TE_0231,Luminal A,3
test,MOGONET_BRCA_TE_0232,HER2-enriched,2
test,MOGONET_BRCA_TE_0233,Luminal A,3
test,MOGONET_BRCA_TE_0234,Luminal A,3
test,MOGONET_BRCA_TE_0235,Basal-like,1
test,MOGONET_BRCA_TE_0236,Luminal A,3
test,MOGONET_BRCA_TE_0237,Luminal A,3
test,MOGONET_BRCA_TE_0238,Normal-like,0
test,MOGONET_BRCA_TE_0239,Basal-like,1
test,MOGONET_BRCA_TE_0240,Luminal A,3
test,MOGONET_BRCA_TE_0241,Luminal B,4
test,MOGONET_BRCA_TE_0242,Normal-like,0
test,MOGONET_BRCA_TE_0243,Normal-like,0
test,MOGONET_BRCA_TE_0244,Normal-like,0
test,MOGONET_BRCA_TE_0245,Luminal B,4
test,MOGONET_BRCA_TE_0246,Basal-like,1
test,MOGONET_BRCA_TE_0247,HER2-enriched,2
test,MOGONET_BRCA_TE_0248,Normal-like,0
test,MOGONET_BRCA_TE_0249,Normal-like,0
test,MOGONET_BRCA_TE_0250,Luminal B,4
test,MOGONET_BRCA_TE_0251,Luminal B,4
test,MOGONET_BRCA_TE_0252,Luminal A,3
test,MOGONET_BRCA_TE_0253,Luminal B,4
test,MOGONET_BRCA_TE_0254,Basal-like,1
test,MOGONET_BRCA_TE_0255,Luminal A,3
test,MOGONET_BRCA_TE_0256,Basal-like,1
test,MOGONET_BRCA_TE_0257,Luminal A,3
test,MOGONET_BRCA_TE_0258,Luminal B,4
test,MOGONET_BRCA_TE_0259,Basal-like,1
test,MOGONET_BRCA_TE_0260,Luminal A,3
test,MOGONET_BRCA_TE_0261,Luminal B,4
test,MOGONET_BRCA_TE_0262,Luminal A,3
test,MOGONET_BRCA_TE_0263,Luminal B,4
